"Notes"	"Age of Infant at Death"	"Age of Infant at Death Code"	"Cause of death"	"Cause of death Code"	Deaths	Births	Death Rate
	"Under 1 hour"	"01"	"Perinatal intestinal perforation"	"P78.0"	2	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Cold injury syndrome"	"P80.0"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Hypothermia of newborn, unspecified"	"P80.9"	3	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Hydrops fetalis not due to haemolytic disease"	"P83.2"	463	40445070	0.01
	"Under 1 hour"	"01"	"Other and unspecified oedema specific to newborn"	"P83.3"	3	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Neonatal cerebral depression"	"P91.4"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Hypoxic ischemic encephalopathy of newborn"	"P91.6"	9	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Congenital renal failure"	"P96.0"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Neonatal withdrawal symptoms from maternal use of drugs of addiction"	"P96.1"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Termination of pregnancy, newborn"	"P96.4"	101	40445070	0.00
	"Under 1 hour"	"01"	"Other specified conditions originating in the perinatal period"	"P96.8"	74	40445070	0.00
	"Under 1 hour"	"01"	"Condition originating in the perinatal period, unspecified"	"P96.9"	123	40445070	0.00
	"Under 1 hour"	"01"	"Anencephaly"	"Q00.0"	849	40445070	0.02
	"Under 1 hour"	"01"	"Iniencephaly"	"Q00.2"	3	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Occipital encephalocele"	"Q01.2"	7	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Encephalocele of other sites"	"Q01.8"	2	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Encephalocele, unspecified"	"Q01.9"	48	40445070	0.00
	"Under 1 hour"	"01"	"Microcephaly"	"Q02"	12	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Malformations of aqueduct of Sylvius"	"Q03.0"	2	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Atresia of foramina of Magendie and Luschka"	"Q03.1"	12	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Other congenital hydrocephalus"	"Q03.8"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Congenital hydrocephalus, unspecified"	"Q03.9"	48	40445070	0.00
	"Under 1 hour"	"01"	"Congenital malformations of corpus callosum"	"Q04.0"	2	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Holoprosencephaly"	"Q04.2"	118	40445070	0.00
	"Under 1 hour"	"01"	"Other reduction deformities of brain"	"Q04.3"	25	40445070	0.00
	"Under 1 hour"	"01"	"Megalencephaly"	"Q04.5"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Congenital cerebral cysts"	"Q04.6"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Congenital malformation of brain, unspecified"	"Q04.9"	28	40445070	0.00
	"Under 1 hour"	"01"	"Cervical spina bifida with hydrocephalus"	"Q05.0"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Unspecified spina bifida with hydrocephalus"	"Q05.4"	3	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Thoracic spina bifida without hydrocephalus"	"Q05.6"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Lumbar spina bifida without hydrocephalus"	"Q05.7"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Sacral spina bifida without hydrocephalus"	"Q05.8"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Spina bifida, unspecified"	"Q05.9"	28	40445070	0.00
	"Under 1 hour"	"01"	"Congenital malformation of spinal cord, unspecified"	"Q06.9"	3	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Arnold-Chiari syndrome"	"Q07.0"	4	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Congenital malformation of nervous system, unspecified"	"Q07.9"	21	40445070	0.00
	"Under 1 hour"	"01"	"Other congenital malformations of eyelid"	"Q10.3"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Other branchial cleft malformations"	"Q18.2"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Congenital malformation of face and neck, unspecified"	"Q18.9"	3	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Common arterial trunk"	"Q20.0"	2	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Discordant ventriculoarterial connection"	"Q20.3"	3	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Double inlet ventricle"	"Q20.4"	5	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Isomerism of atrial appendages"	"Q20.6"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Other congenital malformations of cardiac chambers and connections"	"Q20.8"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Ventricular septal defect"	"Q21.0"	5	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Atrial septal defect"	"Q21.1"	4	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Atrioventricular septal defect"	"Q21.2"	3	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Tetralogy of Fallot"	"Q21.3"	8	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Other congenital malformations of cardiac septa"	"Q21.8"	2	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Other congenital malformations of pulmonary valve"	"Q22.3"	2	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Congenital tricuspid stenosis"	"Q22.4"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Ebstein anomaly"	"Q22.5"	20	40445070	0.00
	"Under 1 hour"	"01"	"Hypoplastic right heart syndrome"	"Q22.6"	2	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Other congenital malformations of tricuspid valve"	"Q22.8"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Congenital stenosis of aortic valve"	"Q23.0"	8	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Congenital mitral insufficiency"	"Q23.3"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Hypoplastic left heart syndrome"	"Q23.4"	52	40445070	0.00
	"Under 1 hour"	"01"	"Congenital malformation of aortic and mitral valves, unspecified"	"Q23.9"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Dextrocardia"	"Q24.0"	2	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Congenital heart block"	"Q24.6"	5	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Other specified congenital malformations of heart"	"Q24.8"	38	40445070	0.00
	"Under 1 hour"	"01"	"Congenital malformation of heart, unspecified"	"Q24.9"	190	40445070	0.00
	"Under 1 hour"	"01"	"Other congenital malformations of aorta"	"Q25.4"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Atresia of pulmonary artery"	"Q25.5"	5	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Stenosis of pulmonary artery"	"Q25.6"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Other congenital malformations of great arteries"	"Q25.8"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Total anomalous pulmonary venous connection"	"Q26.2"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Peripheral arteriovenous malformation"	"Q27.3"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Other specified congenital malformations of peripheral vascular system"	"Q27.8"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Congenital malformation of peripheral vascular system, unspecified"	"Q27.9"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Arteriovenous malformation of cerebral vessels"	"Q28.2"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Other malformations of cerebral vessels"	"Q28.3"	2	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Other specified congenital malformations of circulatory system"	"Q28.8"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Web of larynx"	"Q31.0"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Other congenital malformations of larynx"	"Q31.8"	10	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Congenital tracheomalacia"	"Q32.0"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Other congenital malformations of trachea"	"Q32.1"	50	40445070	0.00
	"Under 1 hour"	"01"	"Other congenital malformations of bronchus"	"Q32.4"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Congenital cystic lung"	"Q33.0"	7	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Sequestration of lung"	"Q33.2"	2	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Agenesis of lung"	"Q33.3"	11	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Hypoplasia and dysplasia of lung"	"Q33.6"	377	40445070	0.01
	"Under 1 hour"	"01"	"Other congenital malformations of lung"	"Q33.8"	5	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Congenital malformation of lung, unspecified"	"Q33.9"	21	40445070	0.00
	"Under 1 hour"	"01"	"Other specified congenital malformations of respiratory system"	"Q34.8"	6	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Congenital malformation of respiratory system, unspecified"	"Q34.9"	8	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Cleft palate, unspecified"	"Q35.9"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Atresia of oesophagus without fistula"	"Q39.0"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Atresia of oesophagus with tracheo-oesophageal fistula"	"Q39.1"	2	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Congenital tracheo-oesophageal fistula without atresia"	"Q39.2"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Other specified congenital malformations of stomach"	"Q40.2"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Congenital absence, atresia and stenosis of duodenum"	"Q41.0"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Congenital absence, atresia and stenosis of large intestine, part unspecified"	"Q42.9"	2	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Meckel diverticulum"	"Q43.0"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Duplication of intestine"	"Q43.4"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Congenital malformation of intestine, unspecified"	"Q43.9"	3	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Other congenital malformations of liver"	"Q44.7"	2	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Other specified congenital malformations of digestive system"	"Q45.8"	3	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Congenital malformation of digestive system, unspecified"	"Q45.9"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Bicornate uterus"	"Q51.3"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Hypospadias, unspecified"	"Q54.9"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Indeterminate sex, unspecified"	"Q56.4"	3	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Renal agenesis, unilateral"	"Q60.0"	3	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Renal agenesis, bilateral"	"Q60.1"	74	40445070	0.00
	"Under 1 hour"	"01"	"Renal agenesis, unspecified"	"Q60.2"	195	40445070	0.00
	"Under 1 hour"	"01"	"Renal hypoplasia, unspecified"	"Q60.5"	4	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Potter syndrome"	"Q60.6"	182	40445070	0.00
	"Under 1 hour"	"01"	"Polycystic kidney, infantile type"	"Q61.1"	29	40445070	0.00
	"Under 1 hour"	"01"	"Polycystic kidney, unspecified"	"Q61.3"	134	40445070	0.00
	"Under 1 hour"	"01"	"Renal dysplasia"	"Q61.4"	68	40445070	0.00
	"Under 1 hour"	"01"	"Cystic kidney disease, unspecified"	"Q61.9"	45	40445070	0.00
	"Under 1 hour"	"01"	"Congenital hydronephrosis"	"Q62.0"	3	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Other congenital malformations of ureter"	"Q62.8"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Lobulated, fused and horseshoe kidney"	"Q63.1"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Congenital malformation of kidney, unspecified"	"Q63.9"	31	40445070	0.00
	"Under 1 hour"	"01"	"Congenital posterior urethral valves"	"Q64.2"	11	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Other atresia and stenosis of urethra and bladder neck"	"Q64.3"	29	40445070	0.00
	"Under 1 hour"	"01"	"Other congenital malformations of bladder and urethra"	"Q64.7"	2	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Other specified congenital malformations of urinary system"	"Q64.8"	3	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Congenital malformation of urinary system, unspecified"	"Q64.9"	2	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Other congenital deformities of feet"	"Q66.8"	2	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Congenital deformity of spine"	"Q67.5"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Other congenital deformities of chest"	"Q67.8"	11	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Other specified congenital musculoskeletal deformities"	"Q68.8"	22	40445070	0.00
	"Under 1 hour"	"01"	"Congenital absence of hand and finger(s)"	"Q71.3"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Other reduction defects of unspecified limb(s)"	"Q73.8"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Other congenital malformations of lower limb(s), including pelvic girdle"	"Q74.2"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Arthrogryposis multiplex congenita"	"Q74.3"	5	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Unspecified congenital malformation of limb(s)"	"Q74.9"	6	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Craniosynostosis"	"Q75.0"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Macrocephaly"	"Q75.3"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Mandibulofacial dysostosis"	"Q75.4"	2	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Congenital malformation of skull and face bones, unspecified"	"Q75.9"	5	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Other congenital malformations of spine, not associated with scoliosis"	"Q76.4"	6	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Other congenital malformations of ribs"	"Q76.6"	2	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Achondrogenesis"	"Q77.0"	7	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Thanatophoric short stature"	"Q77.1"	115	40445070	0.00
	"Under 1 hour"	"01"	"Short rib syndrome"	"Q77.2"	10	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Achondroplasia"	"Q77.4"	5	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Chondroectodermal dysplasia"	"Q77.6"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Osteogenesis imperfecta"	"Q78.0"	54	40445070	0.00
	"Under 1 hour"	"01"	"Other specified osteochondrodysplasias"	"Q78.8"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Osteochondrodysplasia, unspecified"	"Q78.9"	170	40445070	0.00
	"Under 1 hour"	"01"	"Congenital diaphragmatic hernia"	"Q79.0"	162	40445070	0.00
	"Under 1 hour"	"01"	"Other congenital malformations of diaphragm"	"Q79.1"	4	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Exomphalos"	"Q79.2"	36	40445070	0.00
	"Under 1 hour"	"01"	"Gastroschisis"	"Q79.3"	20	40445070	0.00
	"Under 1 hour"	"01"	"Prune belly syndrome"	"Q79.4"	9	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Other congenital malformations of abdominal wall"	"Q79.5"	35	40445070	0.00
	"Under 1 hour"	"01"	"Other congenital malformations of musculoskeletal system"	"Q79.8"	17	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Congenital malformation of musculoskeletal system, unspecified"	"Q79.9"	12	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Other specified congenital malformations of skin"	"Q82.8"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Fetal alcohol syndrome (dysmorphic)"	"Q86.0"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Other congenital malformation syndromes due to known exogenous causes"	"Q86.8"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Congenital malformation syndromes predominantly affecting facial appearance"	"Q87.0"	5	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Congenital malformation syndromes predominantly associated with short stature"	"Q87.1"	4	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Congenital malformation syndromes predominantly involving limbs"	"Q87.2"	21	40445070	0.00
	"Under 1 hour"	"01"	"Marfan syndrome"	"Q87.4"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Other specified congenital malformation syndromes, not elsewhere classified"	"Q87.8"	21	40445070	0.00
	"Under 1 hour"	"01"	"Situs inversus"	"Q89.3"	7	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Conjoined twins"	"Q89.4"	63	40445070	0.00
	"Under 1 hour"	"01"	"Multiple congenital malformations, not elsewhere classified"	"Q89.7"	605	40445070	0.01
	"Under 1 hour"	"01"	"Other specified congenital malformations"	"Q89.8"	44	40445070	0.00
	"Under 1 hour"	"01"	"Congenital malformation, unspecified"	"Q89.9"	491	40445070	0.01
	"Under 1 hour"	"01"	"Down syndrome, unspecified"	"Q90.9"	61	40445070	0.00
	"Under 1 hour"	"01"	"Trisomy 18, translocation"	"Q91.2"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Edwards syndrome, unspecified"	"Q91.3"	505	40445070	0.01
	"Under 1 hour"	"01"	"Trisomy 13, mosaicism (mitotic nondisjunction)"	"Q91.5"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Patau syndrome, unspecified"	"Q91.7"	266	40445070	0.01
	"Under 1 hour"	"01"	"Triploidy and polyploidy"	"Q92.7"	32	40445070	0.00
	"Under 1 hour"	"01"	"Other specified trisomies and partial trisomies of autosomes"	"Q92.8"	19	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Trisomy and partial trisomy of autosomes, unspecified"	"Q92.9"	30	40445070	0.00
	"Under 1 hour"	"01"	"Deletion of short arm of chromosome 4"	"Q93.3"	2	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Other deletions of part of a chromosome"	"Q93.5"	12	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Other deletions from the autosomes"	"Q93.8"	5	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Deletion from autosomes, unspecified"	"Q93.9"	3	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Balanced translocation and insertion in normal individual"	"Q95.0"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Turner syndrome, unspecified"	"Q96.9"	6	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Klinefelter syndrome, unspecified"	"Q98.4"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Male with sex chromosome mosaicism"	"Q98.7"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Other specified sex chromosome abnormalities, male phenotype"	"Q98.8"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Other specified chromosome abnormalities"	"Q99.8"	13	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Chromosomal abnormality, unspecified"	"Q99.9"	62	40445070	0.00
	"Under 1 hour"	"01"	"Dysphagia"	"R13"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Immobility"	"R26.3"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Other and unspecified symptoms and signs involving the nervous and musculoskeletal systems"	"R29.8"	2	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Dysphasia and aphasia"	"R47.0"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Hypovolaemic shock"	"R57.1"	3	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Other shock"	"R57.8"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Shock, unspecified"	"R57.9"	2	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Oedema, unspecified"	"R60.9"	2	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Other lack of expected normal physiological development"	"R62.8"	13	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Other symptoms and signs concerning food and fluid intake"	"R63.8"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Other specified general symptoms and signs"	"R68.8"	3	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Sudden infant death syndrome - SIDS"	"R95"	12	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Unattended death"	"R98"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Other ill-defined and unspecified causes of mortality"	"R99"	220	40445070	0.01
	"Under 1 hour"	"01"	"Unspecified whether traffic or nontraffic accident"	"V03.9"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Car occupant injured in collision with car, pick-up truck or van, passenger injured in traffic accident"	"V43.6"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Car occupant injured in collision with car, pick-up truck or van, unspecified car occupant injured in traffic accident"	"V43.9"	2	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Car occupant injured in collision with heavy transport vehicle or bus, driver injured in traffic accident"	"V44.5"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Person injured in collision between other specified motor vehicles (traffic)"	"V87.7"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	4	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Fall on same level involving ice and snow"	"W00"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Other fall from one level to another"	"W17"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Rifle, shotgun and larger firearm discharge"	"W33"	4	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Other specified drowning and submersion"	"W73"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Unspecified drowning and submersion"	"W74"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Other accidental hanging and strangulation"	"W76"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	2	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Exposure to unspecified factor causing fracture"	"X59.0"	1	40445070	0.00 (Unreliable)
	"Under 1 hour"	"01"	"Exposure to unspecified factor causing other and unspecified injury"	"X59.9"	7	40445070	0.00 (Unreliable)
