"Notes"	"Hispanic Origin"	"Hispanic Origin Code"	"Cause of death"	"Cause of death Code"	Deaths	Births	Death Rate
	"Mexican"	"2148-5"	"Atrial septal defect"	"Q21.1"	3	535993	0.01 (Unreliable)
	"Mexican"	"2148-5"	"Atrioventricular septal defect"	"Q21.2"	6	535993	0.01 (Unreliable)
	"Mexican"	"2148-5"	"Tetralogy of Fallot"	"Q21.3"	7	535993	0.01 (Unreliable)
	"Mexican"	"2148-5"	"Other congenital malformations of cardiac septa"	"Q21.8"	2	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Congenital malformation of cardiac septum, unspecified"	"Q21.9"	1	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Congenital pulmonary valve stenosis"	"Q22.1"	1	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Congenital tricuspid stenosis"	"Q22.4"	1	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Ebstein anomaly"	"Q22.5"	6	535993	0.01 (Unreliable)
	"Mexican"	"2148-5"	"Congenital stenosis of aortic valve"	"Q23.0"	2	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Congenital mitral stenosis"	"Q23.2"	1	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Congenital mitral insufficiency"	"Q23.3"	4	535993	0.01 (Unreliable)
	"Mexican"	"2148-5"	"Hypoplastic left heart syndrome"	"Q23.4"	29	535993	0.05
	"Mexican"	"2148-5"	"Other congenital malformations of aortic and mitral valves"	"Q23.8"	2	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Malformation of coronary vessels"	"Q24.5"	3	535993	0.01 (Unreliable)
	"Mexican"	"2148-5"	"Congenital heart block"	"Q24.6"	2	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Other specified congenital malformations of heart"	"Q24.8"	6	535993	0.01 (Unreliable)
	"Mexican"	"2148-5"	"Congenital malformation of heart, unspecified"	"Q24.9"	63	535993	0.12
	"Mexican"	"2148-5"	"Patent ductus arteriosus"	"Q25.0"	3	535993	0.01 (Unreliable)
	"Mexican"	"2148-5"	"Coarctation of aorta"	"Q25.1"	1	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Atresia of pulmonary artery"	"Q25.5"	1	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Stenosis of pulmonary artery"	"Q25.6"	1	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Total anomalous pulmonary venous connection"	"Q26.2"	7	535993	0.01 (Unreliable)
	"Mexican"	"2148-5"	"Partial anomalous pulmonary venous connection"	"Q26.3"	1	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Anomalous pulmonary venous connection, unspecified"	"Q26.4"	3	535993	0.01 (Unreliable)
	"Mexican"	"2148-5"	"Other congenital malformations of great veins"	"Q26.8"	1	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Congenital malformation of peripheral vascular system, unspecified"	"Q27.9"	1	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Other malformations of cerebral vessels"	"Q28.3"	1	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Other specified congenital malformations of circulatory system"	"Q28.8"	1	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Other congenital malformations of larynx"	"Q31.8"	1	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Congenital tracheomalacia"	"Q32.0"	1	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Other congenital malformations of trachea"	"Q32.1"	2	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Sequestration of lung"	"Q33.2"	1	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Hypoplasia and dysplasia of lung"	"Q33.6"	37	535993	0.07
	"Mexican"	"2148-5"	"Congenital malformation of lung, unspecified"	"Q33.9"	1	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Other specified congenital malformations of respiratory system"	"Q34.8"	1	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Congenital malformation of respiratory system, unspecified"	"Q34.9"	1	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Unspecified cleft palate with cleft lip, unilateral"	"Q37.9"	1	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Atresia of oesophagus without fistula"	"Q39.0"	1	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Atresia of oesophagus with tracheo-oesophageal fistula"	"Q39.1"	2	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Congenital absence, atresia and stenosis of duodenum"	"Q41.0"	1	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Congenital absence, atresia and stenosis of ileum"	"Q41.2"	1	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Hirschsprung disease"	"Q43.1"	1	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Congenital malformations of intestinal fixation"	"Q43.3"	2	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Other specified congenital malformations of intestine"	"Q43.8"	1	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Atresia of bile ducts"	"Q44.2"	1	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Choledochal cyst"	"Q44.4"	1	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Other congenital malformations of liver"	"Q44.7"	1	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Agenesis, aplasia and hypoplasia of pancreas"	"Q45.0"	1	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Indeterminate sex, unspecified"	"Q56.4"	1	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Renal agenesis, bilateral"	"Q60.1"	10	535993	0.02 (Unreliable)
	"Mexican"	"2148-5"	"Renal agenesis, unspecified"	"Q60.2"	12	535993	0.02 (Unreliable)
	"Mexican"	"2148-5"	"Renal hypoplasia, unspecified"	"Q60.5"	1	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Potter syndrome"	"Q60.6"	9	535993	0.02 (Unreliable)
	"Mexican"	"2148-5"	"Polycystic kidney, infantile type"	"Q61.1"	7	535993	0.01 (Unreliable)
	"Mexican"	"2148-5"	"Polycystic kidney, unspecified"	"Q61.3"	16	535993	0.03 (Unreliable)
	"Mexican"	"2148-5"	"Renal dysplasia"	"Q61.4"	5	535993	0.01 (Unreliable)
	"Mexican"	"2148-5"	"Cystic kidney disease, unspecified"	"Q61.9"	2	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Congenital malformation of kidney, unspecified"	"Q63.9"	1	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Other atresia and stenosis of urethra and bladder neck"	"Q64.3"	1	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Other specified congenital musculoskeletal deformities"	"Q68.8"	3	535993	0.01 (Unreliable)
	"Mexican"	"2148-5"	"Arthrogryposis multiplex congenita"	"Q74.3"	1	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Craniosynostosis"	"Q75.0"	1	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Macrocephaly"	"Q75.3"	2	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Thanatophoric short stature"	"Q77.1"	6	535993	0.01 (Unreliable)
	"Mexican"	"2148-5"	"Short rib syndrome"	"Q77.2"	1	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Dystrophic dysplasia"	"Q77.5"	1	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Osteogenesis imperfecta"	"Q78.0"	8	535993	0.01 (Unreliable)
	"Mexican"	"2148-5"	"Osteochondrodysplasia, unspecified"	"Q78.9"	9	535993	0.02 (Unreliable)
	"Mexican"	"2148-5"	"Congenital diaphragmatic hernia"	"Q79.0"	30	535993	0.06
	"Mexican"	"2148-5"	"Exomphalos"	"Q79.2"	9	535993	0.02 (Unreliable)
	"Mexican"	"2148-5"	"Gastroschisis"	"Q79.3"	3	535993	0.01 (Unreliable)
	"Mexican"	"2148-5"	"Other congenital malformations of musculoskeletal system"	"Q79.8"	1	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Congenital malformation of musculoskeletal system, unspecified"	"Q79.9"	1	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Congenital malformation syndromes predominantly associated with short stature"	"Q87.1"	2	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Congenital malformation syndromes predominantly involving limbs"	"Q87.2"	1	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Other specified congenital malformation syndromes, not elsewhere classified"	"Q87.8"	3	535993	0.01 (Unreliable)
	"Mexican"	"2148-5"	"Situs inversus"	"Q89.3"	2	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Conjoined twins"	"Q89.4"	1	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Multiple congenital malformations, not elsewhere classified"	"Q89.7"	29	535993	0.05
	"Mexican"	"2148-5"	"Other specified congenital malformations"	"Q89.8"	3	535993	0.01 (Unreliable)
	"Mexican"	"2148-5"	"Congenital malformation, unspecified"	"Q89.9"	14	535993	0.03 (Unreliable)
	"Mexican"	"2148-5"	"Down syndrome, unspecified"	"Q90.9"	11	535993	0.02 (Unreliable)
	"Mexican"	"2148-5"	"Trisomy 18, mosaicism (mitotic nondisjunction)"	"Q91.1"	1	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Edwards syndrome, unspecified"	"Q91.3"	88	535993	0.16
	"Mexican"	"2148-5"	"Patau syndrome, unspecified"	"Q91.7"	49	535993	0.09
	"Mexican"	"2148-5"	"Triploidy and polyploidy"	"Q92.7"	1	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Other specified trisomies and partial trisomies of autosomes"	"Q92.8"	2	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Trisomy and partial trisomy of autosomes, unspecified"	"Q92.9"	1	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Other deletions of part of a chromosome"	"Q93.5"	2	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Deletion from autosomes, unspecified"	"Q93.9"	2	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Turner syndrome, unspecified"	"Q96.9"	1	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Karyotype 47,XXX"	"Q97.0"	1	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Other specified chromosome abnormalities"	"Q99.8"	1	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Chromosomal abnormality, unspecified"	"Q99.9"	2	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Fever, unspecified"	"R50.9"	1	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Other and unspecified convulsions"	"R56.8"	1	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Other specified general symptoms and signs"	"R68.8"	1	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Sudden infant death syndrome - SIDS"	"R95"	90	535993	0.17
	"Mexican"	"2148-5"	"Other ill-defined and unspecified causes of mortality"	"R99"	140	535993	0.26
	"Mexican"	"2148-5"	"Pedestrian injured in collision with car, pick-up truck or van, nontraffic accident"	"V03.0"	1	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Car occupant injured in collision with car, pick-up truck or van, passenger injured in traffic accident"	"V43.6"	1	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Car occupant injured in noncollision transport accident, passenger injured in traffic accident"	"V48.6"	2	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Car occupant injured in noncollision transport accident, unspecified car occupant injured in traffic accident"	"V48.9"	1	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van, passenger injured in traffic accident"	"V53.6"	1	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Person injured in collision between other specified motor vehicles (traffic)"	"V87.7"	4	535993	0.01 (Unreliable)
	"Mexican"	"2148-5"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	2	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Fall on same level involving ice and snow"	"W00"	1	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Bitten or struck by dog"	"W54"	1	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Drowning and submersion while in bath-tub"	"W65"	2	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Drowning and submersion while in swimming-pool"	"W67"	1	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Accidental suffocation and strangulation in bed"	"W75"	56	535993	0.10
	"Mexican"	"2148-5"	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	1	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	2	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Unspecified threat to breathing"	"W84"	7	535993	0.01 (Unreliable)
	"Mexican"	"2148-5"	"Exposure to excessive natural heat"	"X30"	2	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	1	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Accidental poisoning by and exposure to other gases and vapours"	"X47"	1	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Exposure to unspecified factor causing other and unspecified injury"	"X59.9"	2	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Assault by drugs, medicaments and biological substances"	"X85"	1	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Assault by hanging, strangulation and suffocation"	"X91"	2	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Assault by sharp object"	"X99"	1	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"By unspecified person"	"Y07.9"	6	535993	0.01 (Unreliable)
	"Mexican"	"2148-5"	"Assault by unspecified means"	"Y09"	11	535993	0.02 (Unreliable)
	"Mexican"	"2148-5"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	3	535993	0.01 (Unreliable)
	"Mexican"	"2148-5"	"Hanging, strangulation and suffocation, undetermined intent"	"Y20"	5	535993	0.01 (Unreliable)
	"Mexican"	"2148-5"	"Drowning and submersion, undetermined intent"	"Y21"	2	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Other specified events, undetermined intent"	"Y33"	1	535993	0.00 (Unreliable)
	"Mexican"	"2148-5"	"Unspecified event, undetermined intent"	"Y34"	6	535993	0.01 (Unreliable)
	"Mexican"	"2148-5"	"Surgical operation with formation of external stoma"	"Y83.3"	1	535993	0.00 (Unreliable)
	"Puerto Rican"	"2180-8"	"Other and unspecified gastroenteritis and colitis of infectious origin"	"A09.0"	4	70517	0.06 (Unreliable)
	"Puerto Rican"	"2180-8"	"Septicaemia due to other Gram-negative organisms"	"A41.5"	1	70517	0.01 (Unreliable)
	"Puerto Rican"	"2180-8"	"Septicaemia, unspecified"	"A41.9"	3	70517	0.04 (Unreliable)
	"Puerto Rican"	"2180-8"	"Herpesviral infection, unspecified"	"B00.9"	1	70517	0.01 (Unreliable)
	"Puerto Rican"	"2180-8"	"Other viral infections of unspecified site"	"B34.8"	2	70517	0.03 (Unreliable)
	"Puerto Rican"	"2180-8"	"Hepatoblastoma - Malignant neoplasms"	"C22.2"	1	70517	0.01 (Unreliable)
	"Puerto Rican"	"2180-8"	"Disseminated intravascular coagulation [defibrination syndrome]"	"D65"	1	70517	0.01 (Unreliable)
	"Puerto Rican"	"2180-8"	"Hereditary deficiency of other clotting factors"	"D68.2"	1	70517	0.01 (Unreliable)
	"Puerto Rican"	"2180-8"	"Disorders of iron metabolism"	"E83.1"	1	70517	0.01 (Unreliable)
	"Puerto Rican"	"2180-8"	"Acidosis"	"E87.2"	1	70517	0.01 (Unreliable)
	"Puerto Rican"	"2180-8"	"Hyperkalaemia"	"E87.5"	1	70517	0.01 (Unreliable)
	"Puerto Rican"	"2180-8"	"Streptococcal meningitis"	"G00.2"	1	70517	0.01 (Unreliable)
	"Puerto Rican"	"2180-8"	"Spinal muscular atrophy, unspecified"	"G12.9"	1	70517	0.01 (Unreliable)
	"Puerto Rican"	"2180-8"	"Communicating hydrocephalus"	"G91.0"	1	70517	0.01 (Unreliable)
	"Puerto Rican"	"2180-8"	"Other forms of acute ischaemic heart disease"	"I24.8"	1	70517	0.01 (Unreliable)
	"Puerto Rican"	"2180-8"	"Other secondary pulmonary hypertension"	"I27.2"	2	70517	0.03 (Unreliable)
	"Puerto Rican"	"2180-8"	"Intracerebral haemorrhage, intraventricular"	"I61.5"	1	70517	0.01 (Unreliable)
	"Puerto Rican"	"2180-8"	"Cerebral infarction, unspecified"	"I63.9"	1	70517	0.01 (Unreliable)
	"Puerto Rican"	"2180-8"	"Respiratory syncytial virus pneumonia"	"J12.1"	1	70517	0.01 (Unreliable)
	"Puerto Rican"	"2180-8"	"Acute bronchiolitis, unspecified"	"J21.9"	1	70517	0.01 (Unreliable)
	"Puerto Rican"	"2180-8"	"Alveolar and parietoalveolar conditions"	"J84.0"	1	70517	0.01 (Unreliable)
	"Puerto Rican"	"2180-8"	"Interstitial pulmonary disease, unspecified"	"J84.9"	1	70517	0.01 (Unreliable)
	"Puerto Rican"	"2180-8"	"Diseases of bronchus, not elsewhere classified"	"J98.0"	2	70517	0.03 (Unreliable)
	"Puerto Rican"	"2180-8"	"Other disorders of lung"	"J98.4"	3	70517	0.04 (Unreliable)
	"Puerto Rican"	"2180-8"	"Hepatic failure, unspecified"	"K72.9"	2	70517	0.03 (Unreliable)
	"Puerto Rican"	"2180-8"	"Acute renal failure with acute cortical necrosis"	"N17.1"	1	70517	0.01 (Unreliable)
	"Puerto Rican"	"2180-8"	"Acute renal failure, unspecified"	"N17.9"	1	70517	0.01 (Unreliable)
	"Puerto Rican"	"2180-8"	"Unspecified renal failure"	"N19"	2	70517	0.03 (Unreliable)
	"Puerto Rican"	"2180-8"	"Newborn affected by maternal hypertensive disorders"	"P00.0"	2	70517	0.03 (Unreliable)
	"Puerto Rican"	"2180-8"	"Newborn affected by incompetent cervix"	"P01.0"	11	70517	0.16 (Unreliable)
	"Puerto Rican"	"2180-8"	"Newborn affected by premature rupture of membranes"	"P01.1"	15	70517	0.21 (Unreliable)
	"Puerto Rican"	"2180-8"	"Newborn affected by oligohydramnios"	"P01.2"	1	70517	0.01 (Unreliable)
	"Puerto Rican"	"2180-8"	"Newborn affected by other maternal complications of pregnancy"	"P01.8"	3	70517	0.04 (Unreliable)
	"Puerto Rican"	"2180-8"	"Newborn affected by other forms of placental separation and haemorrhage"	"P02.1"	10	70517	0.14 (Unreliable)
	"Puerto Rican"	"2180-8"	"Newborn affected by other and unspecified conditions of umbilical cord"	"P02.6"	1	70517	0.01 (Unreliable)
	"Puerto Rican"	"2180-8"	"Newborn affected by chorioamnionitis"	"P02.7"	6	70517	0.09 (Unreliable)
	"Puerto Rican"	"2180-8"	"Newborn affected by other specified complications of labour and delivery"	"P03.8"	2	70517	0.03 (Unreliable)
	"Puerto Rican"	"2180-8"	"Newborn affected by maternal use of drugs of addiction"	"P04.4"	1	70517	0.01 (Unreliable)
	"Puerto Rican"	"2180-8"	"Slow fetal growth, unspecified"	"P05.9"	1	70517	0.01 (Unreliable)
	"Puerto Rican"	"2180-8"	"Extremely low birth weight"	"P07.0"	1	70517	0.01 (Unreliable)
	"Puerto Rican"	"2180-8"	"Other low birth weight"	"P07.1"	1	70517	0.01 (Unreliable)
	"Puerto Rican"	"2180-8"	"Extreme immaturity"	"P07.2"	68	70517	0.96
	"Puerto Rican"	"2180-8"	"Other preterm infants"	"P07.3"	24	70517	0.34
	"Puerto Rican"	"2180-8"	"Birth injury to liver"	"P15.0"	1	70517	0.01 (Unreliable)
	"Puerto Rican"	"2180-8"	"Intrauterine hypoxia, unspecified"	"P20.9"	5	70517	0.07 (Unreliable)
	"Puerto Rican"	"2180-8"	"Birth asphyxia, unspecified"	"P21.9"	3	70517	0.04 (Unreliable)
	"Puerto Rican"	"2180-8"	"Respiratory distress syndrome of newborn"	"P22.0"	9	70517	0.13 (Unreliable)
	"Puerto Rican"	"2180-8"	"Neonatal aspiration syndrome, unspecified"	"P24.9"	1	70517	0.01 (Unreliable)
	"Puerto Rican"	"2180-8"	"Unspecified pulmonary haemorrhage originating in the perinatal period"	"P26.9"	4	70517	0.06 (Unreliable)
	"Puerto Rican"	"2180-8"	"Bronchopulmonary dysplasia originating in the perinatal period"	"P27.1"	1	70517	0.01 (Unreliable)
	"Puerto Rican"	"2180-8"	"Primary atelectasis of newborn"	"P28.0"	7	70517	0.10 (Unreliable)
	"Puerto Rican"	"2180-8"	"Respiratory failure of newborn"	"P28.5"	1	70517	0.01 (Unreliable)
	"Puerto Rican"	"2180-8"	"Neonatal cardiac failure"	"P29.0"	7	70517	0.10 (Unreliable)
	"Puerto Rican"	"2180-8"	"Neonatal cardiac dysrhythmia"	"P29.1"	14	70517	0.20 (Unreliable)
	"Puerto Rican"	"2180-8"	"Neonatal hypertension"	"P29.2"	1	70517	0.01 (Unreliable)
	"Puerto Rican"	"2180-8"	"Persistent fetal circulation"	"P29.3"	1	70517	0.01 (Unreliable)
	"Puerto Rican"	"2180-8"	"Congenital cytomegalovirus infection"	"P35.1"	1	70517	0.01 (Unreliable)
	"Puerto Rican"	"2180-8"	"Sepsis of newborn due to streptococcus, group B"	"P36.0"	1	70517	0.01 (Unreliable)
	"Puerto Rican"	"2180-8"	"Sepsis of newborn due to Staphylococcus aureus"	"P36.2"	1	70517	0.01 (Unreliable)
	"Puerto Rican"	"2180-8"	"Sepsis of newborn due to Escherichia coli"	"P36.4"	1	70517	0.01 (Unreliable)
	"Puerto Rican"	"2180-8"	"Other bacterial sepsis of newborn"	"P36.8"	1	70517	0.01 (Unreliable)
	"Puerto Rican"	"2180-8"	"Bacterial sepsis of newborn, unspecified"	"P36.9"	10	70517	0.14 (Unreliable)
	"Puerto Rican"	"2180-8"	"Other specified congenital infectious and parasitic diseases"	"P37.8"	1	70517	0.01 (Unreliable)
	"Puerto Rican"	"2180-8"	"Intra-amniotic infection of fetus, not elsewhere classified"	"P39.2"	2	70517	0.03 (Unreliable)
	"Puerto Rican"	"2180-8"	"Infection specific to the perinatal period, unspecified"	"P39.9"	1	70517	0.01 (Unreliable)
	"Puerto Rican"	"2180-8"	"Unspecified intraventricular (nontraumatic) haemorrhage of newborn"	"P52.3"	5	70517	0.07 (Unreliable)
	"Puerto Rican"	"2180-8"	"Intracranial (nontraumatic) haemorrhage of newborn, unspecified"	"P52.9"	2	70517	0.03 (Unreliable)
	"Puerto Rican"	"2180-8"	"ABO isoimmunization of newborn"	"P55.1"	1	70517	0.01 (Unreliable)
	"Puerto Rican"	"2180-8"	"Disseminated intravascular coagulation of newborn"	"P60"	1	70517	0.01 (Unreliable)
	"Puerto Rican"	"2180-8"	"Other congenital anaemias, not elsewhere classified"	"P61.4"	1	70517	0.01 (Unreliable)
	"Puerto Rican"	"2180-8"	"Necrotizing enterocolitis of newborn"	"P77"	10	70517	0.14 (Unreliable)
	"Puerto Rican"	"2180-8"	"Perinatal intestinal perforation"	"P78.0"	2	70517	0.03 (Unreliable)
	"Puerto Rican"	"2180-8"	"Hydrops fetalis not due to haemolytic disease"	"P83.2"	3	70517	0.04 (Unreliable)
	"Puerto Rican"	"2180-8"	"Hypoxic ischemic encephalopathy of newborn"	"P91.6"	5	70517	0.07 (Unreliable)
	"Puerto Rican"	"2180-8"	"Termination of pregnancy, newborn"	"P96.4"	1	70517	0.01 (Unreliable)
	"Puerto Rican"	"2180-8"	"Anencephaly"	"Q00.0"	7	70517	0.10 (Unreliable)
	"Puerto Rican"	"2180-8"	"Encephalocele, unspecified"	"Q01.9"	1	70517	0.01 (Unreliable)
	"Puerto Rican"	"2180-8"	"Microcephaly"	"Q02"	1	70517	0.01 (Unreliable)
	"Puerto Rican"	"2180-8"	"Other reduction deformities of brain"	"Q04.3"	2	70517	0.03 (Unreliable)
	"Puerto Rican"	"2180-8"	"Congenital malformation of brain, unspecified"	"Q04.9"	1	70517	0.01 (Unreliable)
	"Puerto Rican"	"2180-8"	"Unspecified spina bifida with hydrocephalus"	"Q05.4"	1	70517	0.01 (Unreliable)
	"Puerto Rican"	"2180-8"	"Discordant ventriculoarterial connection"	"Q20.3"	1	70517	0.01 (Unreliable)
	"Puerto Rican"	"2180-8"	"Congenital tricuspid stenosis"	"Q22.4"	1	70517	0.01 (Unreliable)
	"Puerto Rican"	"2180-8"	"Congenital stenosis of aortic valve"	"Q23.0"	1	70517	0.01 (Unreliable)
	"Puerto Rican"	"2180-8"	"Hypoplastic left heart syndrome"	"Q23.4"	1	70517	0.01 (Unreliable)
	"Puerto Rican"	"2180-8"	"Congenital heart block"	"Q24.6"	1	70517	0.01 (Unreliable)
