LocationType,Location,Race,TimeFrame,DataFormat,Data
State,Arizona,Asian and Pacific Islander,2015,Percent,0.089
State,Arizona,Black or African American,2015,Percent,0.119
State,Arizona,Hispanic or Latino,2015,Percent,0.07
State,Arizona,Non-Hispanic White,2015,Percent,0.066
State,Arizona,Total,2015,Percent,0.072
State,Arizona,Total,2010,Number,6190
State,Arizona,Non-Hispanic White,2010,Number,2616
State,Arizona,Hispanic or Latino,2010,Number,2416
State,Arizona,Black or African American,2010,Number,495
State,Arizona,Asian and Pacific Islander,2010,Number,283
State,Arizona,American Indian,2010,Number,428
State,Arizona,American Indian,2010,Percent,0.071
State,Arizona,Asian and Pacific Islander,2010,Percent,0.085
State,Arizona,Black or African American,2010,Percent,0.111
State,Arizona,Hispanic or Latino,2010,Percent,0.069
State,Arizona,Non-Hispanic White,2010,Percent,0.067
State,Arizona,Total,2010,Percent,0.071
State,Arizona,Total,2009,Number,6575
State,Arizona,Non-Hispanic White,2009,Number,2751
State,Arizona,Hispanic or Latino,2009,Number,2618
State,Arizona,Black or African American,2009,Number,567
State,Arizona,Asian and Pacific Islander,2009,Number,297
State,Arizona,American Indian,2009,Number,397
State,Arizona,American Indian,2009,Percent,0.063
State,Arizona,Asian and Pacific Islander,2009,Percent,0.086
State,Arizona,Black or African American,2009,Percent,0.126
State,Arizona,Hispanic or Latino,2009,Percent,0.067
State,Arizona,Non-Hispanic White,2009,Percent,0.069
State,Arizona,Total,2009,Percent,0.071
State,Arizona,American Indian,2013,Percent,0.073
State,Arizona,Asian and Pacific Islander,2013,Percent,0.08
State,Arizona,Black or African American,2013,Percent,0.109
State,Arizona,Hispanic or Latino,2013,Percent,0.067
State,Arizona,Non-Hispanic White,2013,Percent,0.064
State,Arizona,Total,2013,Percent,0.069
State,Arizona,American Indian,2013,Number,417
State,Arizona,Total,2013,Number,5897
State,Arizona,Non-Hispanic White,2013,Number,2470
State,Arizona,Hispanic or Latino,2013,Number,2263
State,Arizona,Black or African American,2013,Number,531
State,Arizona,Asian and Pacific Islander,2013,Number,281
State,Arizona,Total,2008,Number,7030
State,Arizona,Non-Hispanic White,2008,Number,2888
State,Arizona,Hispanic or Latino,2008,Number,2912
State,Arizona,Black or African American,2008,Number,516
State,Arizona,Asian and Pacific Islander,2008,Number,306
State,Arizona,American Indian,2008,Number,448
State,Arizona,American Indian,2007,Percent,0.066
State,Arizona,Asian and Pacific Islander,2007,Percent,0.078
State,Arizona,Black or African American,2007,Percent,0.124
State,Arizona,Hispanic or Latino,2007,Percent,0.066
State,Arizona,Non-Hispanic White,2007,Percent,0.07
State,Arizona,Total,2007,Percent,0.071
State,Arizona,American Indian,2008,Percent,0.069
State,Arizona,Asian and Pacific Islander,2008,Percent,0.088
State,Arizona,Black or African American,2008,Percent,0.115
State,Arizona,Hispanic or Latino,2008,Percent,0.067
State,Arizona,Non-Hispanic White,2008,Percent,0.068
State,Arizona,Total,2008,Percent,0.071
State,Arizona,Non-Hispanic White,2006,Number,2930
State,Arizona,Hispanic or Latino,2006,Number,3128
State,Arizona,Black or African American,2006,Number,496
State,Arizona,Asian and Pacific Islander,2006,Number,272
State,Arizona,American Indian,2006,Number,493
State,Arizona,Total,2006,Number,7289
State,Arizona,Total,2007,Number,7285
State,Arizona,Non-Hispanic White,2007,Number,2985
State,Arizona,Hispanic or Latino,2007,Number,3057
State,Arizona,Black or African American,2007,Number,539
State,Arizona,Asian and Pacific Islander,2007,Number,273
State,Arizona,American Indian,2007,Number,441
State,Arizona,American Indian,2006,Percent,0.075
State,Arizona,Asian and Pacific Islander,2006,Percent,0.082
State,Arizona,Black or African American,2006,Percent,0.122
State,Arizona,Hispanic or Latino,2006,Percent,0.069
State,Arizona,Non-Hispanic White,2006,Percent,0.068
State,Arizona,Total,2006,Percent,0.071
State,Arizona,American Indian,2005,Percent,0.073
State,Arizona,Asian and Pacific Islander,2005,Percent,0.078
State,Arizona,Black or African American,2005,Percent,0.125
State,Arizona,Hispanic or Latino,2005,Percent,0.065
State,Arizona,Non-Hispanic White,2005,Percent,0.069
State,Arizona,Total,2005,Percent,0.069
State,Arizona,American Indian,2005,Number,472
State,Arizona,Total,2005,Number,6673
State,Arizona,Non-Hispanic White,2005,Number,2767
State,Arizona,Hispanic or Latino,2005,Number,2772
State,Arizona,Black or African American,2005,Number,454
State,Arizona,Asian and Pacific Islander,2005,Number,231
State,Arizona,Total,2004,Number,6710
State,Arizona,Non-Hispanic White,2004,Number,2875
State,Arizona,Hispanic or Latino,2004,Number,2795
State,Arizona,Black or African American,2004,Number,384
State,Arizona,Asian and Pacific Islander,2004,Number,213
State,Arizona,American Indian,2004,Number,451
State,Arizona,American Indian,2004,Percent,0.072
State,Arizona,Asian and Pacific Islander,2004,Percent,0.076
State,Arizona,Black or African American,2004,Percent,0.112
State,Arizona,Hispanic or Latino,2004,Percent,0.067
State,Arizona,Non-Hispanic White,2004,Percent,0.073
State,Arizona,Total,2004,Percent,0.072
State,Arizona,American Indian,2002,Percent,N.A.
State,Arizona,Asian and Pacific Islander,2002,Percent,N.A.
State,Arizona,Black or African American,2002,Percent,N.A.
State,Arizona,Hispanic or Latino,2002,Percent,N.A.
State,Arizona,Non-Hispanic White,2002,Percent,N.A.
State,Arizona,Total,2002,Percent,0.068
State,Arizona,American Indian,2003,Percent,N.A.
State,Arizona,Asian and Pacific Islander,2003,Percent,N.A.
State,Arizona,Black or African American,2003,Percent,N.A.
State,Arizona,Hispanic or Latino,2003,Percent,N.A.
State,Arizona,Non-Hispanic White,2003,Percent,N.A.
State,Arizona,Total,2003,Percent,0.071
State,Arizona,American Indian,2000,Percent,N.A.
State,Arizona,Asian and Pacific Islander,2000,Percent,N.A.
State,Arizona,Black or African American,2000,Percent,N.A.
State,Arizona,Hispanic or Latino,2000,Percent,N.A.
State,Arizona,Non-Hispanic White,2000,Percent,N.A.
State,Arizona,Total,2000,Percent,0.07
State,Arizona,American Indian,2001,Percent,N.A.
State,Arizona,Asian and Pacific Islander,2001,Percent,N.A.
State,Arizona,Black or African American,2001,Percent,N.A.
State,Arizona,Hispanic or Latino,2001,Percent,N.A.
State,Arizona,Non-Hispanic White,2001,Percent,N.A.
State,Arizona,Total,2001,Percent,0.07
State,Arizona,American Indian,1999,Percent,N.A.
State,Arizona,Asian and Pacific Islander,1999,Percent,N.A.
State,Arizona,Black or African American,1999,Percent,N.A.
State,Arizona,Hispanic or Latino,1999,Percent,N.A.
State,Arizona,Non-Hispanic White,1999,Percent,N.A.
State,Arizona,Total,1999,Percent,0.069
State,Arkansas,American Indian,1999,Percent,N.A.
State,Arkansas,Asian and Pacific Islander,1999,Percent,N.A.
State,Arkansas,Black or African American,1999,Percent,N.A.
State,Arkansas,Hispanic or Latino,1999,Percent,N.A.
State,Arkansas,Non-Hispanic White,1999,Percent,N.A.
State,Arkansas,Total,1999,Percent,0.086
State,Arkansas,American Indian,2000,Percent,N.A.
State,Arkansas,Asian and Pacific Islander,2000,Percent,N.A.
State,Arkansas,Black or African American,2000,Percent,N.A.
State,Arkansas,Hispanic or Latino,2000,Percent,N.A.
State,Arkansas,Non-Hispanic White,2000,Percent,N.A.
State,Arkansas,Total,2000,Percent,0.086
State,Arkansas,American Indian,2001,Percent,N.A.
State,Arkansas,Asian and Pacific Islander,2001,Percent,N.A.
State,Arkansas,Black or African American,2001,Percent,N.A.
State,Arkansas,Hispanic or Latino,2001,Percent,N.A.
State,Arkansas,Non-Hispanic White,2001,Percent,N.A.
State,Arkansas,Total,2001,Percent,0.088
State,Arkansas,American Indian,2002,Percent,N.A.
State,Arkansas,Asian and Pacific Islander,2002,Percent,N.A.
State,Arkansas,Black or African American,2002,Percent,N.A.
State,Arkansas,Hispanic or Latino,2002,Percent,N.A.
State,Arkansas,Non-Hispanic White,2002,Percent,N.A.
State,Arkansas,Total,2002,Percent,0.086
State,Arkansas,American Indian,2003,Percent,N.A.
State,Arkansas,Asian and Pacific Islander,2003,Percent,N.A.
State,Arkansas,Black or African American,2003,Percent,N.A.
State,Arkansas,Hispanic or Latino,2003,Percent,N.A.
State,Arkansas,Non-Hispanic White,2003,Percent,N.A.
State,Arkansas,Total,2003,Percent,0.089
State,Arkansas,American Indian,2004,Percent,0.106
State,Arkansas,Asian and Pacific Islander,2004,Percent,0.074
State,Arkansas,Black or African American,2004,Percent,0.154
State,Arkansas,Hispanic or Latino,2004,Percent,0.06
State,Arkansas,Non-Hispanic White,2004,Percent,0.081
State,Arkansas,Total,2004,Percent,0.093
State,Arkansas,American Indian,2004,Number,26
State,Arkansas,Total,2004,Number,3593
State,Arkansas,Non-Hispanic White,2004,Number,2164
State,Arkansas,Hispanic or Latino,2004,Number,212
State,Arkansas,Black or African American,2004,Number,1139
State,Arkansas,Asian and Pacific Islander,2004,Number,44
State,Arkansas,Total,2005,Number,3498
State,Arkansas,Non-Hispanic White,2005,Number,2050
State,Arkansas,Hispanic or Latino,2005,Number,291
State,Arkansas,Black or African American,2005,Number,1077
State,Arkansas,Asian and Pacific Islander,2005,Number,49
State,Arkansas,American Indian,2005,Number,22
State,Arkansas,American Indian,2005,Percent,0.091
State,Arkansas,Asian and Pacific Islander,2005,Percent,0.071
State,Arkansas,Black or African American,2005,Percent,0.144
State,Arkansas,Hispanic or Latino,2005,Percent,0.072
State,Arkansas,Non-Hispanic White,2005,Percent,0.077
State,Arkansas,Total,2005,Percent,0.089
State,Arkansas,American Indian,2006,Percent,0.075
State,Arkansas,Asian and Pacific Islander,2006,Percent,0.079
State,Arkansas,Black or African American,2006,Percent,0.149
State,Arkansas,Hispanic or Latino,2006,Percent,0.069
State,Arkansas,Non-Hispanic White,2006,Percent,0.079
State,Arkansas,Total,2006,Percent,0.092
State,Arkansas,American Indian,2006,Number,21
State,Arkansas,Total,2006,Number,3749
State,Arkansas,Non-Hispanic White,2006,Number,2192
State,Arkansas,Hispanic or Latino,2006,Number,303
State,Arkansas,Black or African American,2006,Number,1188
State,Arkansas,Asian and Pacific Islander,2006,Number,52
State,Arkansas,Total,2007,Number,3780
State,Arkansas,Non-Hispanic White,2007,Number,2212
State,Arkansas,Hispanic or Latino,2007,Number,300
State,Arkansas,Black or African American,2007,Number,1193
State,Arkansas,Asian and Pacific Islander,2007,Number,59
State,Arkansas,American Indian,2007,Number,15
State,Arkansas,American Indian,2008,Percent,0.121
State,Arkansas,Asian and Pacific Islander,2008,Percent,0.073
State,Arkansas,Black or African American,2008,Percent,0.15
State,Arkansas,Hispanic or Latino,2008,Percent,0.064
State,Arkansas,Non-Hispanic White,2008,Percent,0.08
State,Arkansas,Total,2008,Percent,0.092
State,Arkansas,American Indian,2007,Percent,S
State,Arkansas,Asian and Pacific Islander,2007,Percent,0.083
State,Arkansas,Black or African American,2007,Percent,0.147
State,Arkansas,Hispanic or Latino,2007,Percent,0.066
State,Arkansas,Non-Hispanic White,2007,Percent,0.08
State,Arkansas,Total,2007,Percent,0.091
State,Arkansas,American Indian,2008,Number,32
State,Arkansas,Total,2008,Number,3757
State,Arkansas,Non-Hispanic White,2008,Number,2182
State,Arkansas,Hispanic or Latino,2008,Number,278
State,Arkansas,Black or African American,2008,Number,1215
State,Arkansas,Asian and Pacific Islander,2008,Number,50
State,Arkansas,Non-Hispanic White,2013,Number,1946
State,Arkansas,Hispanic or Latino,2013,Number,225
State,Arkansas,Black or African American,2013,Number,1020
State,Arkansas,Asian and Pacific Islander,2013,Number,106
State,Arkansas,American Indian,2013,Number,18
State,Arkansas,Total,2013,Number,3312
State,Arkansas,American Indian,2013,Percent,S
State,Arkansas,Asian and Pacific Islander,2013,Percent,0.097
State,Arkansas,Black or African American,2013,Percent,0.139
State,Arkansas,Hispanic or Latino,2013,Percent,0.059
State,Arkansas,Non-Hispanic White,2013,Percent,0.077
State,Arkansas,Total,2013,Percent,0.088
State,Arkansas,American Indian,2009,Percent,S
State,Arkansas,Asian and Pacific Islander,2009,Percent,0.097
State,Arkansas,Black or African American,2009,Percent,0.148
State,Arkansas,Hispanic or Latino,2009,Percent,0.062
State,Arkansas,Non-Hispanic White,2009,Percent,0.076
State,Arkansas,Total,2009,Percent,0.089
State,Arkansas,Non-Hispanic White,2009,Number,2060
State,Arkansas,Hispanic or Latino,2009,Number,259
State,Arkansas,Black or African American,2009,Number,1145
State,Arkansas,Asian and Pacific Islander,2009,Number,65
State,Arkansas,American Indian,2009,Number,13
State,Arkansas,Total,2009,Number,3546
State,Arkansas,American Indian,2010,Percent,S
State,Arkansas,Asian and Pacific Islander,2010,Percent,0.109
State,Arkansas,Black or African American,2010,Percent,0.142
State,Arkansas,Hispanic or Latino,2010,Percent,0.07
State,Arkansas,Non-Hispanic White,2010,Percent,0.075
State,Arkansas,Total,2010,Percent,0.088
State,Arkansas,Non-Hispanic White,2010,Number,1962
State,Arkansas,Hispanic or Latino,2010,Number,282
State,Arkansas,Black or African American,2010,Number,1059
State,Arkansas,Asian and Pacific Islander,2010,Number,69
State,Arkansas,American Indian,2010,Number,16
State,Arkansas,Total,2010,Number,3391
State,Arkansas,American Indian,2015,Percent,0.057
State,Arkansas,Asian and Pacific Islander,2015,Percent,0.09
State,Arkansas,Black or African American,2015,Percent,0.153
State,Arkansas,Hispanic or Latino,2015,Percent,0.067
State,Arkansas,Non-Hispanic White,2015,Percent,0.077
State,Arkansas,Total,2015,Percent,0.092
State,Arkansas,American Indian,2015,Number,20
State,Arkansas,Asian and Pacific Islander,2015,Number,111
State,Arkansas,Black or African American,2015,Number,1186
State,Arkansas,Hispanic or Latino,2015,Number,267
State,Arkansas,Non-Hispanic White,2015,Number,1990
State,Arkansas,Total,2015,Number,3564
State,Arkansas,Non-Hispanic White,2011,Number,2056
State,Arkansas,Hispanic or Latino,2011,Number,244
State,Arkansas,Black or African American,2011,Number,1124
State,Arkansas,Asian and Pacific Islander,2011,Number,64
State,Arkansas,American Indian,2011,Number,27
State,Arkansas,Total,2011,Number,3516
State,Arkansas,American Indian,2011,Percent,0.096
State,Arkansas,Asian and Pacific Islander,2011,Percent,0.085
State,Arkansas,Black or African American,2011,Percent,0.154
State,Arkansas,Hispanic or Latino,2011,Percent,0.062
State,Arkansas,Non-Hispanic White,2011,Percent,0.078
State,Arkansas,Total,2011,Percent,0.091
State,Arkansas,American Indian,2012,Percent,0.08
State,Arkansas,Asian and Pacific Islander,2012,Percent,0.108
State,Arkansas,Black or African American,2012,Percent,0.139
State,Arkansas,Hispanic or Latino,2012,Percent,0.071
State,Arkansas,Non-Hispanic White,2012,Percent,0.074
State,Arkansas,Total,2012,Percent,0.087
State,Arkansas,Total,2012,Number,3332
State,Arkansas,Non-Hispanic White,2012,Number,1914
State,Arkansas,Hispanic or Latino,2012,Number,274
State,Arkansas,Black or African American,2012,Number,1023
State,Arkansas,Asian and Pacific Islander,2012,Number,98
State,Arkansas,American Indian,2012,Number,25
State,Arkansas,Total,2014,Number,3432
State,Arkansas,Non-Hispanic White,2014,Number,1998
State,Arkansas,Hispanic or Latino,2014,Number,261
State,Arkansas,Black or African American,2014,Number,1052
State,Arkansas,Asian and Pacific Islander,2014,Number,104
State,Arkansas,American Indian,2014,Number,26
State,Arkansas,American Indian,2014,Percent,0.086
State,Arkansas,Asian and Pacific Islander,2014,Percent,0.087
